dateE,latitude,longitude,depth,mag,gap,id,place
26-07-2020,30.389,94.806,10,4.7,109,us6000b4bp,"210 km NNE of Shi Yomi, India"
25-07-2020,30.3757,94.8368,10,4.8,88,us6000b41u,"209 km NNE of Shi Yomi, India"
24-07-2020,30.3884,94.8313,10,4.9,86,us6000b3ee,"210 km NNE of Shi Yomi, India"
24-07-2020,23.069,93.3699,10,4.1,54,us6000b66q,"31 km ESE of North Vanlaiphai, India"
23-07-2020,30.3844,94.7159,10,4.9,71,us6000b2d7,"208 km N of Shi Yomi, India"
22-07-2020,30.3195,94.717,10,4.1,136,us6000b5wv,"201 km N of Shi Yomi, India"
21-07-2020,30.404,94.7716,10,4.5,71,us7000asa5,"211 km N of Shi Yomi, India"
21-07-2020,30.4304,94.8312,10,4.9,32,us7000as5w,"215 km NNE of Shi Yomi, India"
21-07-2020,30.1907,94.7613,10,4.4,90,us6000b55p,"187 km NNE of Shi Yomi, India"
21-07-2020,30.4135,94.779,10,4,114,us6000b55n,"212 km N of Shi Yomi, India"
20-07-2020,12.1567,94.9118,10,4.5,124,us7000as23,"242 km ENE of Port Blair, India"
20-07-2020,30.4051,94.862,10,4.9,47,us7000aru9,"213 km NNE of Shi Yomi, India"
20-07-2020,30.3816,95.0064,10,4,139,us6000b3i2,"214 km NNE of Shi Yomi, India"
19-07-2020,30.4109,94.8431,10,4.9,49,us7000ard3,"213 km NNE of Shi Yomi, India"
19-07-2020,30.412,94.8613,10,5,31,us7000ar7l,"213 km NNE of Shi Yomi, India"
17-07-2020,24.6057,92.3782,39.89,4.3,64,us6000b2u6,"20 km WSW of Hail?k?ndi, India"
17-07-2020,12.0979,94.9745,5.07,5.7,33,us7000aqj0,"247 km E of Port Blair, India"
17-07-2020,12.0447,95.1004,10,4.8,52,us7000aqhw,"259 km E of Port Blair, India"
17-07-2020,23.1162,93.3092,10,5.1,63,us7000aqg3,"25 km E of North Vanlaiphai, India"
17-07-2020,11.8485,94.8316,10,5,130,us7000aqc9,"228 km E of Port Blair, India"
17-07-2020,11.8485,94.9362,10,6.1,61,us7000aqaw,"239 km E of Port Blair, India"
17-07-2020,11.8395,94.9771,10,5.1,59,us7000aqal,"243 km E of Port Blair, India"
17-07-2020,23.1172,93.3785,10,4.4,91,us7000aq8x,"32 km E of North Vanlaiphai, India"
17-07-2020,11.8654,95.0388,10,4.6,95,us7000aq5q,"250 km E of Port Blair, India"
17-07-2020,11.6984,95.0094,10,4.8,106,us7000aq5i,"246 km E of Port Blair, India"
16-07-2020,24.6068,92.3957,39.62,4.4,69,us6000b54f,"18 km WSW of Hail?k?ndi, India"
16-07-2020,22.2558,70.9928,10,4.1,112,us7000apfs,"20 km E of R?jkot, India"
16-07-2020,24.606,94.8877,30.68,4.4,64,us6000b2q0,"83 km E of W?ngjing, India"
12-07-2020,14.3503,92.992,10,4.6,75,us7000amfk,"294 km N of Bamboo Flat, India"
12-07-2020,8.8774,93.9083,10,4.4,176,us7000aqev,"Nicobar Islands, India region"
09-07-2020,23.0831,93.3665,10,4.6,40,us7000akmn,"31 km E of North Vanlaiphai, India"
07-07-2020,12.9785,92.4828,10,4.6,80,us7000ajsm,"143 km N of Bamboo Flat, India"
05-07-2020,23.1732,93.2967,10,4.8,96,us7000ai9b,"24 km E of North Vanlaiphai, India"
03-07-2020,28.142,76.5366,30.38,4.3,169,us7000ahde,"9 km NNW of B?wal, India"
03-07-2020,23.2815,93.3716,10,4.6,60,us7000ah74,"27 km ESE of Khawhai, India"
02-07-2020,32.998,75.9509,10,4.6,145,us7000ak4u,"21 km E of Bhadarw?h, India"
30-06-2020,33.1193,75.8744,43.89,4.7,30,us7000afay,"21 km NE of Bhadarw?h, India"
30-06-2020,33.195,75.926,46.75,4.2,131,us7000aeua,"19 km SE of Kishtw?r, India"
28-06-2020,24.6766,94.5933,57.96,4.4,68,us7000adgj,"54 km E of W?ngjing, India"
28-06-2020,12.9095,92.6873,10,4.2,180,us7000ahew,"133 km N of Bamboo Flat, India"
24-06-2020,23.1939,93.2827,4.24,4.8,67,us7000aabs,"23 km ENE of North Vanlaiphai, India"
24-06-2020,23.206,93.2628,4.58,4.5,74,us6000ahkj,"21 km ENE of North Vanlaiphai, India"
23-06-2020,23.9312,93.0128,10,3.6,166,us6000ahfx,"12 km SE of Darlawn, India"
21-06-2020,23.1449,93.2856,10.84,5.6,23,us6000ag4u,"22 km E of North Vanlaiphai, India"
21-06-2020,23.9075,93.1135,41.6,4.9,49,us6000afvf,"22 km ESE of Darlawn, India"
15-06-2020,22.9861,70.2272,10,3.8,193,us6000acfz,"5 km SSE of K?ndla, India"
14-06-2020,23.3821,70.3548,10,5.1,40,us6000abp7,"9 km N of Bhach?u, India"
14-06-2020,26.6545,97.0594,10,4.8,59,us6000abjj,"55 km NNE of Sarupathar, India"
11-06-2020,10.2409,93.6808,10,4.6,103,us6000a9x1,"187 km SSE of Port Blair, India"
09-06-2020,14.151,91.6101,10,4.6,52,us6000a8x5,"296 km NNW of Bamboo Flat, India"
31-05-2020,10.8899,92.5217,8.42,4.7,65,us6000a6l9,"89 km SSW of Port Blair, India"
30-05-2020,12.6084,93.2388,59.16,4.4,113,us6000a6h3,"115 km NNE of Bamboo Flat, India"
29-05-2020,29.1724,77.0219,10,4.2,185,us6000a1wn,"Uttar Pradesh, India"
29-05-2020,11.7257,92.3273,10,4.5,63,us6000a1f4,"42 km W of Bamboo Flat, India"
28-05-2020,32.5421,79.491,10,4.4,162,us6000a0vp,"196 km NE of Sar?han, India"
25-05-2020,24.3856,93.9197,57.89,5.1,25,us70009q28,"13 km SSW of Kakching, India"
22-05-2020,11.3192,93.5383,103.13,4.3,77,us70009npp,"94 km ESE of Port Blair, India"
17-05-2020,29.9346,94.9732,10,4.6,77,us70009iml,"166 km NNE of Shi Yomi, India"
11-05-2020,24.8084,94.1112,63.54,4.6,100,us70009edv,"15 km NNE of Yairipok, India"
10-05-2020,28.7268,77.3516,10,3.7,203,us70009ebf,"6 km ESE of Loni, India"
09-05-2020,22.1166,68.963,10,4.1,256,us70009d7u,"13 km S of Dw?rka, India"
27-04-2020,12.1157,92.936,32.59,4.4,82,us60009dff,"51 km NNE of Bamboo Flat, India"
21-04-2020,9.3687,92.9668,48.51,4.8,65,us700090si,"255 km S of Port Blair, India"
17-04-2020,28.1205,93.9189,10,4.1,110,us60009as6,"58 km N of Ziro, India"
13-04-2020,12.0153,92.9576,38,4.3,86,us700090hi,"43 km NE of Bamboo Flat, India"
12-04-2020,28.8336,77.3589,10,3.8,185,us70008utq,"Haryana-Delhi-Uttar Pradesh region, India"
08-04-2020,23.4203,86.989,10,4,209,us70008s0k,"22 km NNW of B?nkura, India"
07-04-2020,29.2723,95.1896,10,4.4,114,us70008qir,"114 km NE of Shi Yomi, India"
05-04-2020,26.4085,92.7724,46.31,4.5,80,us70008pdi,"25 km S of Tezpur, India"
02-04-2020,26.1416,97.037,10,4.2,121,us70008rid,"23 km ESE of Sarupathar, India"
29-03-2020,32.9731,76.4202,10,4.3,153,us70008idc,"53 km NNE of Chamba, India"
27-03-2020,32.697,76.144,10,4.5,114,us70008h7l,"15 km N of Chamba, India"
23-03-2020,25.0857,95.0671,101.49,4.5,61,us70008hem,"86 km SE of Phek, India"
19-03-2020,8.8588,93.9589,10,4.8,71,us70008c5d,"Nicobar Islands, India region"
11-03-2020,32.568,78.4627,10,4,139,us60008dp6,"125 km ENE of Man?li, India"
05-03-2020,25.8362,96.7751,10,4.5,65,us600089zy,"41 km S of Sarupathar, India"
29-02-2020,26.4904,92.1052,45.39,4.2,95,us60008735,"5 km SW of Kh?rupatia, India"
28-02-2020,32.9646,76.3114,10,4.2,116,us60008612,"48 km NNE of Chamba, India"
26-02-2020,32.9752,76.2474,10,5,37,us600084lt,"47 km NNE of Chamba, India"
12-02-2020,10.5177,94.0622,10,4.3,103,us70007nyd,"191 km SE of Port Blair, India"
10-02-2020,8.5032,92.5426,10,4.4,120,us70007rxk,"Nicobar Islands, India region"
10-02-2020,13.1329,93.2938,39.6,4.9,58,us70007mpw,"170 km NNE of Bamboo Flat, India"
09-02-2020,12.8396,92.6303,10,4.4,134,us70007q7n,"126 km N of Bamboo Flat, India"
08-02-2020,26.3386,90.7847,10,5,73,us70007li1,"10 km E of Abhay?puri, India"
08-02-2020,30.0278,79.9831,18.78,4.7,97,us70007lc7,"29 km NE of B?geshwar, India"
07-02-2020,11.1225,93.5904,129.96,4.4,73,us70007ksx,"110 km ESE of Port Blair, India"
01-02-2020,28.9807,95.7207,10,4.9,37,us60007m2e,"108 km NNE of P?sigh?t, India"
29-01-2020,10.3105,93.7827,10,5,58,us60007j4e,"187 km SE of Port Blair, India"
29-01-2020,24.4383,94.9928,115.32,4.3,70,us70007kw7,"95 km E of W?ngjing, India"
25-01-2020,16.6775,79.8979,10,4.5,83,us60007fyl,"32 km SW of Jaggayyapeta, India"
06-01-2020,8.8585,93.5608,33.37,4.9,81,us60007bgv,"Nicobar Islands, India region"
16-12-2019,8.5479,91.8576,10,4.2,208,us70006tsa,"Nicobar Islands, India region"
16-12-2019,24.0847,93.875,55.37,4.4,91,us60006s03,"34 km SE of Chur?ch?ndpur, India"
15-12-2019,24.9171,95.0882,110.85,4.4,117,us70006tmu,"101 km SE of Phek, India"
13-12-2019,20.0829,73.1729,10,4.3,103,us60006rxd,"19 km NNW of Jawh?r, India"
10-12-2019,12.2739,95.2155,10,4.4,99,us60006pn9,"277 km ENE of Port Blair, India"
29-11-2019,13.692,93.3959,49.27,4.9,43,us70006ek4,"232 km NNE of Bamboo Flat, India"
27-11-2019,14.2308,93.0511,10,4.5,76,us70006dps,"282 km N of Bamboo Flat, India"
27-11-2019,28.1658,87.8728,64.65,4.4,105,us70006diu,"96 km NW of Mangan, India"
26-11-2019,24.155,94.3136,70.19,4.5,102,us70006d1q,"50 km SE of Kakching, India"
21-11-2019,26.145,91.1372,48.16,4.3,163,us70006b0f,"23 km SSE of Barpeta, India"
20-11-2019,10.9867,95.1124,10,4.6,124,us70006aek,"269 km ESE of Port Blair, India"
18-11-2019,23.5799,70.4585,10,4.6,109,us70006d8k,"19 km W of R?par, India"
17-11-2019,11.2863,92.9571,53.39,5.1,85,us7000699n,"47 km SSE of Port Blair, India"
13-11-2019,26.1728,93.3051,51.25,4.7,70,us60006b1v,"38 km NNW of Diphu, India"
12-11-2019,30.0659,80.2927,10,4.3,94,us60006ag4,"32 km NW of Dh?rchula, India"
13-10-2019,28.1573,73.1834,14.98,4,146,us70005ttj,"20 km NW of B?kaner, India"
12-10-2019,13.3676,93.5713,63.94,4.4,124,us70005vkd,"206 km NNE of Bamboo Flat, India"
03-10-2019,24.8695,94.1024,59.2,4.8,50,us70005q55,"17 km ENE of Imph?l, India"
29-09-2019,10.9759,91.65,10,4.7,114,us70005nfl,"141 km SW of Bamboo Flat, India"
26-09-2019,10.9418,91.7174,10,4.2,108,us70005s0k,"137 km SW of Bamboo Flat, India"
26-09-2019,10.8407,91.6606,10,4.7,80,us70005lxa,"149 km SW of Bamboo Flat, India"
23-09-2019,29.4512,95.0638,10,4.3,158,us60005m5l,"122 km NNE of Shi Yomi, India"
22-09-2019,24.2307,93.6361,63.66,4.4,110,us60005lwz,"11 km SSW of Chur?ch?ndpur, India"
16-09-2019,14.0514,93.5854,35,4,187,us60005mvl,"276 km NNE of Bamboo Flat, India"
11-09-2019,10.9512,91.8646,24.99,4.6,115,us60005l0t,"Andaman Islands, India region"
09-09-2019,32.9804,76.181,43.93,4.9,61,us70005dl7,"43 km E of Bhadarw?h, India"
08-09-2019,33.0736,76.1758,10,4.8,107,us70005dbm,"44 km ENE of Bhadarw?h, India"
03-09-2019,25.0899,95.0419,88.22,4.5,66,us70005blu,"84 km SE of Phek, India"
29-08-2019,8.3335,92.1961,10,4.3,200,us70005bxw,"Nicobar Islands, India region"
28-08-2019,13.092,93.2507,47.93,4.9,67,us7000595a,"164 km NNE of Bamboo Flat, India"
26-08-2019,26.4642,96.1069,105.63,4.7,48,us7000585z,"75 km WNW of Sarupathar, India"
23-08-2019,8.5293,93.8713,65.3,4.2,192,us700059q0,"Nicobar Islands, India region"
21-08-2019,9.1171,93.5712,10,4.9,154,us600057v8,"296 km SSE of Port Blair, India"
20-08-2019,30.4025,94.7951,10,4.6,95,us600057at,"211 km NNE of Shi Yomi, India"
18-08-2019,24.0196,93.858,63.38,5,43,us600056lz,"39 km SSE of Chur?ch?ndpur, India"
15-08-2019,30.4473,94.8662,35.92,4.5,167,us700058d8,"217 km NNE of Shi Yomi, India"
14-08-2019,30.3683,94.8628,10,4.9,100,us6000558f,"209 km NNE of Shi Yomi, India"
14-08-2019,30.4829,94.83,10,4.9,135,us600054vx,"220 km NNE of Shi Yomi, India"
12-08-2019,30.4088,94.7964,10,4.8,54,us600053vm,"212 km NNE of Shi Yomi, India"
12-08-2019,30.3508,94.7872,10,4.3,159,us600053vp,"205 km NNE of Shi Yomi, India"
11-08-2019,30.4138,94.8662,10,4.6,54,us600053pp,"214 km NNE of Shi Yomi, India"
11-08-2019,30.3447,94.8731,10,5,68,us600053la,"206 km NNE of Shi Yomi, India"
05-08-2019,25.6762,96.6433,10,4.7,79,us600050ru,"61 km SSW of Sarupathar, India"
04-08-2019,11.9126,95.0085,10,5,101,us600050es,"248 km E of Port Blair, India"
04-08-2019,24.7977,94.315,48.6,4,130,us600052yn,"30 km ENE of Yairipok, India"
01-08-2019,14.1694,93.4565,10,4.5,82,us600052t0,"284 km NNE of Bamboo Flat, India"
29-07-2019,32.8856,76.7183,10,4.4,164,us60004wwv,"45 km NW of Kyelang, India"
28-07-2019,22.5443,86.4405,10,4.5,182,us60004wux,"4 km NNW of Mush?bani, India"
24-07-2019,19.578,72.508,10,4.1,158,us600055sf,"25 km WSW of Shirgaon, India"
24-07-2019,32.7286,76.3907,10,4.2,169,us60004v0j,"31 km NE of Chamba, India"
24-07-2019,24.8601,95.1097,120.67,4,71,us60004ykk,"108 km SE of Phek, India"
23-07-2019,28.8184,95.9771,10,4.5,55,us60004y1s,"99 km NW of Hayuliang, India"
19-07-2019,27.7365,92.8044,10,4.9,23,us70004pfb,"64 km NE of Bomdila, India"
19-07-2019,27.7047,92.7236,10,4.7,91,us70004ns7,"57 km NNE of Bomdila, India"
19-07-2019,27.7188,92.8302,15,5.5,17,us70004nrn,"64 km NE of Bomdila, India"
17-07-2019,11.8122,94.8487,10,4.9,151,us70004me9,"229 km E of Port Blair, India"
13-07-2019,24.9048,94.6999,71.28,4.3,115,us70004jl6,"70 km ENE of Yairipok, India"
09-07-2019,8.4582,93.7163,10,4.6,128,us70004nv4,"Nicobar Islands, India region"
09-07-2019,8.7112,94.0263,79.63,4.6,97,us70004nuz,"Nicobar Islands, India region"
03-07-2019,24.9278,94.9219,112.02,4.5,157,us7000493b,"92 km SSE of Phek, India"
02-07-2019,27.7834,94.8947,10,4.4,172,us70004i8m,"26 km NE of Silapathar, India"
23-06-2019,9.9478,93.881,10,4.3,207,us700048px,"226 km SSE of Port Blair, India"
21-06-2019,25.812,95.8922,132.99,4.2,96,us600044cg,"101 km WSW of Sarupathar, India"
20-06-2019,17.1576,73.7769,10,4.3,48,us700046ng,"26 km S of Koynanagar, India"
17-06-2019,12.1229,92.709,30,4.9,36,us6000424m,"46 km N of Bamboo Flat, India"
05-06-2019,24.537,72.7357,10,4,112,us70003vv0,"6 km SSE of ?bu, India"
04-06-2019,25.0414,94.8689,65.32,4.6,62,us70003v97,"78 km SSE of Phek, India"
26-05-2019,23.2123,86.8925,10,4.7,99,us60003sb2,"18 km W of B?nkura, India"
26-05-2019,8.8566,93.7306,10,4.6,70,us60003s9g,"Nicobar Islands, India region"
25-05-2019,8.5841,93.4888,9.85,4.4,173,us70003tt2,"Nicobar Islands, India region"
24-05-2019,10.8163,91.6187,10,4.7,99,us70003ts3,"154 km SW of Bamboo Flat, India"
24-05-2019,13.8733,92.9509,10,5,36,us60003rwt,"241 km N of Bamboo Flat, India"
24-05-2019,10.6433,91.4323,10,4.2,119,us70003trx,"182 km SW of Bamboo Flat, India"
22-05-2019,25.0456,95.2138,95.78,4.4,94,us60003qkr,"99 km SE of Phek, India"
22-05-2019,13.8921,92.9916,29,5.6,21,us60003qg7,"244 km N of Bamboo Flat, India"
07-05-2019,10.737,93.5702,77.47,4.6,94,us70003hv8,"136 km SE of Port Blair, India"
06-05-2019,12.5345,93.2991,86.56,4.4,109,us70003lln,"111 km NE of Bamboo Flat, India"
04-05-2019,26.2288,95.7216,85.93,5.2,16,us70003gm1,"86 km SE of Mon, India"
27-04-2019,26.4403,93.0258,43.81,4.6,63,us70003cvu,"31 km SE of Tezpur, India"
25-04-2019,10.9578,91.7043,10,4.2,223,us70003c3k,"137 km SW of Bamboo Flat, India"
23-04-2019,28.4073,94.5605,14,5.9,20,us70003axc,"22 km SE of Shi Yomi, India"
23-04-2019,10.2311,92.3966,10,4.5,183,us70003ft8,"Andaman Islands, India region"
15-04-2019,12.4345,93.5064,105.87,4.2,106,us70003bdi,"118 km NE of Bamboo Flat, India"
13-04-2019,14.069,93.1441,10,4.5,56,us700035l2,"266 km N of Bamboo Flat, India"
12-04-2019,11.8466,92.8676,48.25,4.7,59,us700034xc,"23 km NE of Bamboo Flat, India"
12-04-2019,10.5622,93.7769,10,4.2,163,us700038jr,"166 km SE of Port Blair, India"
08-04-2019,13.1345,95.4198,10,5.1,31,us2000kc24,"Andaman Islands, India region"
04-04-2019,25.4467,94.4235,61.78,5.1,23,us2000ka3r,"25 km SSW of Phek, India"
31-03-2019,25.3484,95.5572,125.53,4.1,58,us2000k7vt,"111 km ESE of Phek, India"
28-03-2019,11.1534,95.1558,10,5.2,35,us2000k69x,"268 km ESE of Port Blair, India"
25-03-2019,24.3186,93.5079,56.65,4.6,76,us1000jl91,"16 km W of Chur?ch?ndpur, India"
23-03-2019,13.9762,93.1001,10,4.9,80,us1000jkna,"255 km N of Bamboo Flat, India"
23-03-2019,14.1145,93.0433,10,5.2,56,us1000jkn9,"269 km N of Bamboo Flat, India"
21-03-2019,25.6452,90.9083,10,4.4,160,us1000jjsb,"38 km WNW of Nongstoin, India"
20-03-2019,11.9231,92.8488,56.99,4.9,90,us1000jj58,"Andaman Islands, India region"
16-03-2019,27.4854,76.867,10,4,98,us1000jh8z,"13 km W of Govindgarh, India"
14-03-2019,26.1211,96.9489,45.71,4.3,84,us1000jkba,"16 km SE of Sarupathar, India"
11-03-2019,11.8129,93.6513,115.85,4.5,83,us1000jddw,"99 km E of Port Blair, India"
10-03-2019,9.9158,92.8115,35,4.7,125,us1000jimq,"193 km S of Port Blair, India"
01-03-2019,20.2344,72.8943,10,4,162,us1000j959,"11 km WSW of Silvassa, India"
24-02-2019,10.2536,93.7785,10,4.3,175,us2000jmh9,"192 km SE of Port Blair, India"
20-02-2019,29.3387,77.3166,10,4,198,us2000jkem,"4 km ENE of K?ndhla, India"
17-02-2019,33.4367,76.7294,23.88,4.5,83,us2000jjcb,"14 km WSW of Padam, India"
17-02-2019,22.4139,92.8472,10,4.8,39,us2000jj1j,"16 km WSW of Saiha, India"
15-02-2019,25.5862,95.6268,48.48,4.1,188,us2000jnzs,"110 km SE of Tuensang, India"
12-02-2019,13.4538,91.7532,10,4.4,82,us2000jgu3,"220 km NNW of Bamboo Flat, India"
10-02-2019,27.3345,96.3645,10,5,35,us2000jfur,"68 km SSE of Tezu, India"
07-02-2019,26.0047,96.8478,10,4.3,72,us2000jenq,"22 km S of Sarupathar, India"
03-02-2019,24.5236,93.8824,66.28,4.5,63,us2000jcth,"9 km S of May?ng Imph?l, India"
02-02-2019,25.2277,95.2123,101.16,4.1,65,us2000jcfu,"86 km SE of Phek, India"
27-01-2019,24.4032,94.0239,65.34,4.7,69,us2000j9j5,"11 km SSE of Kakching, India"
27-01-2019,24.8046,94.3026,67.97,4.7,142,us2000j9cu,"29 km ENE of Yairipok, India"
25-01-2019,24.3098,93.8919,55.87,4.6,44,us2000j8v7,"22 km E of Chur?ch?ndpur, India"
18-01-2019,14.0245,92.9974,10,4.5,72,us2000j5qx,"258 km N of Bamboo Flat, India"
11-01-2019,13.0839,91.6733,10,4.4,97,us2000j8vw,"190 km NW of Bamboo Flat, India"
10-01-2019,34.3645,78.2373,34.51,4.6,86,us2000j2bz,"64 km ENE of Leh, India"
06-01-2019,34.2031,78.0505,10,4.3,148,us2000j0y0,"43 km E of Leh, India"
03-01-2019,11.7558,93.3604,111.1,4.5,94,us2000j01m,"67 km E of Port Blair, India"
27-12-2018,12.8155,93.5007,75.11,4.4,111,us2000iy4l,"150 km NE of Bamboo Flat, India"
23-12-2018,26.4496,96.6002,115.7,4.7,32,us2000iwsy,"34 km NW of Sarupathar, India"
23-12-2018,27.4151,96.382,10,4.3,110,us2000iwn3,"60 km SSE of Tezu, India"
13-12-2018,8.6753,94.6116,117.35,4.6,109,us2000it3d,"Nicobar Islands, India region"
04-12-2018,24.5152,94.8152,10,4.5,72,us1000i4ai,"76 km E of W?ngjing, India"
01-12-2018,28.0036,92.6174,10,4.8,75,us1000hznd,"83 km NE of Tawang, India"
28-11-2018,27.1986,96.9185,11,5.4,18,us1000hxdh,"103 km SSE of Hayuliang, India"
24-11-2018,27.3188,97.1847,10,4.3,118,us1000hw7r,"104 km SE of Hayuliang, India"
10-11-2018,23.9724,93.3925,52.39,5.2,60,us1000hqbh,"47 km E of Darlawn, India"
06-11-2018,24.3823,94.3399,64.34,4.2,101,us2000i7rq,"36 km SE of W?ngjing, India"
02-11-2018,29.964,95.158,10,4.3,82,us1000hpqv,"176 km NNE of Shi Yomi, India"
29-10-2018,34.0313,77.9427,10,4.1,140,us2000i61q,"36 km ESE of Leh, India"
29-10-2018,34.3492,78.1903,10,4.5,135,us2000i61m,"59 km ENE of Leh, India"
29-10-2018,34.2342,78.1243,10,4.9,42,us1000hij3,"50 km E of Leh, India"
29-10-2018,34.2929,78.0838,10,4.6,117,us1000hie4,"48 km ENE of Leh, India"
28-10-2018,8.791,93.8375,10,4.8,157,us1000hi90,"Nicobar Islands, India region"
26-10-2018,24.6818,95.1058,120.42,4.3,65,us1000hhrq,"105 km E of W?ngjing, India"
03-10-2018,9.3012,93.8022,54.7,4.6,84,us1000h62y,"285 km SSE of Port Blair, India"
01-10-2018,12.9046,92.2347,25.65,5.1,77,us1000h4z5,"143 km NNW of Bamboo Flat, India"
30-09-2018,8.6511,93.5079,10,4.3,176,us1000h7k5,"Nicobar Islands, India region"
29-09-2018,10.4733,91.652,10,4.1,125,us1000h7h5,"178 km SW of Port Blair, India"
27-09-2018,34.2169,80.6903,10,5,29,us1000h3gn,"286 km E of Leh, India"
27-09-2018,25.777,95.0062,80.14,4.2,116,us1000h6dw,"52 km ENE of Phek, India"
25-09-2018,24.2458,93.913,57.72,4.2,112,us1000h54v,"26 km ESE of Chur?ch?ndpur, India"
25-09-2018,26.0547,90.8859,10,4.4,89,us2000hjlb,"29 km ESE of Go?lp?ra, India"
12-09-2018,26.3711,90.1611,10,5.3,18,us2000hd8v,"5 km NE of Sapatgr?m, India"
11-09-2018,33.6364,76.2087,35,4.4,95,us2000hckv,"54 km NE of Kishtw?r, India"
10-09-2018,28.8193,76.8395,10,3.6,217,us2000hbnn,"7 km NE of Kheri S?mpla, India"
09-09-2018,28.6531,76.8101,10,4.6,95,us2000hgq4,"13 km WSW of Bah?durgarh, India"
01-09-2018,24.7558,95.3651,149.33,4.6,43,us2000h6kw,"132 km E of W?ngjing, India"
01-09-2018,23.4903,82.446,10,4.7,78,us2000h6kg,"27 km NNW of Baikunthpur, India"
28-08-2018,22.6926,87.7938,10,4.5,93,us1000gj5k,"6 km ENE of Gh?t?l, India"
24-08-2018,10.7028,91.5787,10,4.6,116,us1000ggpn,"166 km SW of Bamboo Flat, India"
24-08-2018,10.9995,91.5782,10,4.4,114,us2000h63y,"146 km WSW of Bamboo Flat, India"
24-08-2018,10.5407,91.7115,10,5.5,29,us1000ggp5,"168 km SW of Port Blair, India"
18-08-2018,24.6758,94.7739,85,4.5,141,us1000gc6g,"72 km E of W?ngjing, India"
17-08-2018,25.6357,90.9299,10,3.8,182,us1000gdj7,"36 km WNW of Nongstoin, India"
13-08-2018,14.0665,93.2233,30.48,4.9,114,us1000g835,"267 km NNE of Bamboo Flat, India"
28-07-2018,24.9529,95.2068,143.19,4,86,us2000gfr0,"106 km SE of Phek, India"
21-07-2018,34.3623,73.9968,43.84,4.2,97,us2000gaw5,"31 km N of Uri, India"
21-07-2018,34.2911,74.0789,40.06,4.5,108,us2000gakd,"23 km N of Uri, India"
17-07-2018,10.9238,91.8114,10,4.6,127,us2000g728,"130 km SW of Bamboo Flat, India"
10-07-2018,12.9343,93.4058,79.64,4.5,102,us2000g465,"155 km NNE of Bamboo Flat, India"
08-07-2018,27.7857,76.207,10,3.6,224,us2000g00w,"9 km N of Kotputli, India"
04-07-2018,11.3442,93.0558,97.52,4,116,us2000g1dj,"49 km SE of Port Blair, India"
04-07-2018,13.1648,92.4982,27.4,4.8,62,us2000fwle,"163 km N of Bamboo Flat, India"
03-07-2018,13.276,93.5947,74.65,4.4,97,us2000g18z,"198 km NNE of Bamboo Flat, India"
01-07-2018,29.0928,76.9296,10,4.5,150,us2000fsyl,"13 km NW of Son?pat, India"
28-06-2018,14.0705,92.8391,27.05,4.4,126,us2000fx10,"262 km N of Bamboo Flat, India"
21-06-2018,23.927,93.8741,59.13,4.6,70,us1000ex34,"49 km SSE of Chur?ch?ndpur, India"
20-06-2018,10.1921,93.0909,70.72,4.5,141,us1000f229,"167 km SSE of Port Blair, India"
20-06-2018,24.6071,94.3727,67.38,4.5,95,us1000ew9i,"31 km E of W?ngjing, India"
17-06-2018,27.4201,88.4739,49.76,4.4,126,us1000etxu,"11 km SSW of Mangan, India"
16-06-2018,31.7248,77.6864,10,3.2,180,us1000euye,"25 km NNW of Sar?han, India"
14-06-2018,32.5602,76.3615,10,4.5,154,us1000erd6,"22 km E of Chamba, India"
14-06-2018,30.8612,78.2815,10,4.4,166,us1000ewlh,"9 km NE of Barkot, India"
12-06-2018,26.3289,96.4714,116.86,4.2,75,us1000erl8,"36 km WNW of Sarupathar, India"
11-06-2018,26.3263,92.6686,47.34,4.9,36,us1000en44,"18 km NE of Rah?, India"
10-06-2018,13.5505,92.9769,22.79,4.5,106,us1000emwz,"206 km N of Bamboo Flat, India"
07-06-2018,34.2276,78.0514,10,4.4,98,us1000ek9l,"43 km E of Leh, India"
06-06-2018,30.7553,78.9228,10,4.5,151,us1000ejt1,"45 km E of Uttark?shi, India"
05-06-2018,24.5969,95.1002,110.91,4.8,25,us1000ej24,"104 km E of W?ngjing, India"
02-06-2018,27.1823,96.9851,38.89,4.9,26,us1000ehai,"107 km SSE of Hayuliang, India"
28-05-2018,9.5212,93.4269,88.88,5.2,39,us1000ed54,"248 km SSE of Port Blair, India"
25-05-2018,26.3926,93.5059,49.17,4,61,us1000eek9,"29 km SSW of Bok?kh?t, India"
25-05-2018,10.8902,93.6517,140.2,4.7,103,us1000ec8d,"130 km SE of Port Blair, India"
25-05-2018,26.4604,94.3715,59.43,4.4,86,us1000eek1,"20 km NW of Mokokch?ng, India"
21-05-2018,31.7412,78.4799,10,4.5,104,us1000e99b,"69 km ENE of Sar?han, India"
06-05-2018,32.8791,76.1241,41.61,4.1,139,us1000dz8g,"35 km N of Chamba, India"
05-05-2018,8.5569,94.0233,72.33,4.4,65,us1000dywp,"Nicobar Islands, India region"
27-04-2018,23.9282,93.854,61.81,4.4,89,us1000dx96,"48 km SSE of Chur?ch?ndpur, India"
24-04-2018,11.0716,93.5682,97.56,4.4,159,us1000dr23,"111 km SE of Port Blair, India"
23-04-2018,13.1779,92.3513,26.74,4.9,36,us1000dqt3,"168 km NNW of Bamboo Flat, India"
