dateE,latitude,longitude,depth,mag,gap,id,place
13-05-2022,25.7111,96.8176,10,4.4,72,us6000hksn,"54 km S of Sarupathar, India"
13-05-2022,25.6938,96.8329,10,4.3,173,us6000hkse,"56 km S of Sarupathar, India"
13-05-2022,32.7165,76.2415,10,4.6,169,us6000hmcp,"20 km NNE of Chamba, India"
11-05-2022,29.9682,80.4219,33.06,4.9,100,us7000h8ii,"16 km NW of Dh?rchula, India"
09-05-2022,10.179,93.8413,10,4.6,58,us6000hli3,"203 km SE of Port Blair, India"
09-05-2022,9.7019,93.498,10,4.5,197,us6000hli4,"232 km SSE of Port Blair, India"
09-05-2022,13.4647,94.0795,10,4.2,92,us7000h85q,"245 km NE of Bamboo Flat, India"
09-05-2022,10.3663,94.152,10,4.3,174,us6000hlht,"210 km SE of Port Blair, India"
04-05-2022,10.3401,92.4602,30.51,4.6,93,us7000h8mi,"149 km SSW of Port Blair, India"
30-04-2022,13.1672,93.0378,42.04,4.5,47,us7000h63j,"166 km NNE of Bamboo Flat, India"
22-04-2022,13.9992,92.9511,10,4.9,82,us6000hfgp,"255 km N of Bamboo Flat, India"
17-04-2022,25.9974,95.9133,79.64,4.3,134,us6000hfkv,"92 km WSW of Sarupathar, India"
16-04-2022,25.3875,94.8228,74.41,4.1,107,us6000hfc6,Myanmar-India border region
09-04-2022,30.9544,78.2383,10,4.3,167,us7000h0w1,"16 km N of Barkot, India"
28-03-2022,14.6269,93.0229,10,4.7,49,us7000gxy0,"Andaman Islands, India region"
25-03-2022,12.8771,92.9804,26.21,4.2,168,us7000gyh7,"133 km NNE of Bamboo Flat, India"
21-03-2022,24.1944,94.4865,82.38,4.5,54,us6000h6c6,"61 km SE of W?ngjing, India"
20-03-2022,14.5923,93.0222,10,4.1,51,us7000gwys,"Andaman Islands, India region"
18-03-2022,24.8691,93.6502,40.97,4.4,97,us7000gwn4,"30 km WNW of Imph?l, India"
03-03-2022,29.9082,95.0011,10,4.4,39,us6000h1p1,"164 km NNE of Shi Yomi, India"
03-03-2022,29.9171,94.9732,10,4.1,68,us6000h1nw,"164 km NNE of Shi Yomi, India"
25-02-2022,32.3654,76.3939,10,3.6,173,us6000h0l1,"17 km NNE of Dharamsala, India"
23-02-2022,31.4596,77.8709,10,4.2,130,us7000gn46,"9 km SE of Sar?han, India"
20-02-2022,10.8986,94.8857,10,4.3,156,us7000gmew,"248 km ESE of Port Blair, India"
11-02-2022,26.0883,96.4951,10,4.8,38,us7000gk3y,"34 km WSW of Sarupathar, India"
08-02-2022,10.7745,92.8626,33.09,4.5,179,us7000gk1q,"99 km S of Port Blair, India"
06-02-2022,31.5122,78.0555,10,4.2,137,us7000gidp,"24 km E of Sar?han, India"
29-01-2022,10.5863,94.3334,10,4.4,173,us7000ghvq,"210 km SE of Port Blair, India"
24-01-2022,29.9803,80.3548,10,4,129,us7000gen0,"21 km NW of Dh?rchula, India"
23-01-2022,10.7625,91.4855,10,4.6,103,us7000ggnd,"169 km SW of Bamboo Flat, India"
23-01-2022,10.6973,91.5003,10,4.5,118,us7000ggnc,"173 km SW of Bamboo Flat, India"
22-01-2022,17.562,84.9267,10,4.2,120,us7000gfxf,"132 km SE of Narasannapeta, India"
21-01-2022,33.2225,75.9072,10,4.1,87,us7000ge0w,"16 km SE of Kishtw?r, India"
18-01-2022,24.0361,93.5196,60.79,4.5,69,us7000gcs1,"36 km SSW of Chur?ch?ndpur, India"
17-01-2022,29.2819,94.1513,10,5.1,48,us7000gcr6,"86 km NNW of Shi Yomi, India"
16-01-2022,25.2468,93.8695,10,4.6,64,us7000gez7,"49 km N of Imph?l, India"
13-01-2022,25.0326,95.0765,94.89,4.1,120,us7000gdwl,"91 km SE of Phek, India"
12-01-2022,25.22,94.1077,13.28,4.5,107,us7000gbfz,"48 km NNE of Imph?l, India"
08-01-2022,11.0371,93.2253,88.26,4.3,90,us7000ga4l,"87 km SE of Port Blair, India"
06-01-2022,27.8305,82.8074,10,4.4,105,us7000g9pj,"38 km NNE of Pachperwa, India"
04-01-2022,33.0339,76.074,40.06,4.3,105,us7000g8yg,Kashmir-India border region
04-01-2022,11.9077,93.6061,131.6,4.6,53,us7000g8xx,"97 km ENE of Port Blair, India"
04-01-2022,13.0711,93.0237,35,4.7,109,us7000gbng,"155 km NNE of Bamboo Flat, India"
29-12-2021,29.9056,80.3449,10,4.5,152,us7000gakz,"18 km WNW of Dh?rchula, India"
29-12-2021,9.8601,93.4354,92.37,5,56,us6000gfza,"213 km SSE of Port Blair, India"
28-12-2021,8.3999,93.9416,32.62,4.7,48,us6000gft3,"Nicobar Islands, India region"
21-12-2021,10.2993,94.0416,10,5,43,us6000ge9v,"Andaman Islands, India region"
21-12-2021,27.6752,96.9853,43.61,4.5,44,us6000ge34,"61 km SE of Hayuliang, India"
19-12-2021,13.7358,92.7495,10,5.1,54,us6000gdim,"225 km N of Bamboo Flat, India"
10-12-2021,25.5067,95.4612,65.73,4.2,109,us6000gb2m,"98 km E of Phek, India"
05-12-2021,13.9216,92.4294,10,4.3,84,us6000gawq,"247 km N of Bamboo Flat, India"
28-11-2021,24.2296,94.5821,71.92,4.4,74,us7000fxsg,"65 km SE of W?ngjing, India"
28-11-2021,27.0354,96.5311,10,4.4,73,us7000fxsb,"89 km ESE of Margherita, India"
28-11-2021,27.0398,96.3025,10,4.6,44,us7000fxlf,"68 km ESE of Margherita, India"
23-11-2021,31.3163,77.1736,10,4.3,97,us7000fwgt,"9 km NNE of Seoni, India"
20-11-2021,24.637,95.1196,128.95,4.6,52,us7000fvq9,"107 km E of W?ngjing, India"
20-11-2021,25.9374,91.4838,10,4.2,153,us7000fvpf,"21 km SSW of Pal?sb?ri, India"
19-11-2021,25.1721,72.5323,10,4.4,68,us7000fvkc,"20 km SSW of Jalor, India"
09-11-2021,31.9939,78.5517,10,4.6,84,us7000fsnw,"89 km NE of Sar?han, India"
09-11-2021,25.3783,94.9456,76.61,4.2,104,us7000fsk5,"55 km SE of Phek, India"
08-11-2021,24.7068,95.1714,120.86,4.5,96,us7000fsb1,"112 km E of W?ngjing, India"
07-11-2021,9.8651,93.6735,10,4.9,47,us7000fsah,"223 km SSE of Port Blair, India"
07-11-2021,27.271,88.7826,10,4.6,76,us7000fs8a,"17 km ESE of Gangtok, India"
06-11-2021,24.1594,94.7771,108.83,4.3,57,us7000fs01,Myanmar-India border region
04-11-2021,26.7969,92.5824,10,4.4,76,us7000fsqj,"9 km WSW of Rang?p?ra, India"
02-11-2021,26.6453,96.7986,10,4.8,39,us7000fqu2,"48 km N of Sarupathar, India"
31-10-2021,10.9014,91.8348,10,4.4,83,us7000frgl,"130 km SW of Port Blair, India"
30-10-2021,33.2438,76.7582,10,4.2,80,us7000fq4k,"27 km SSW of Padam, India"
26-10-2021,33.2123,76.8049,10,4.6,53,us6000fxih,"29 km SSW of Padam, India"
24-10-2021,12.9223,92.488,10,4.3,183,us7000fprf,"137 km N of Bamboo Flat, India"
19-10-2021,22.5257,92.7906,35,4.8,121,us6000fwrl,"19 km W of Saiha, India"
16-10-2021,24.3171,93.8462,45.78,4,121,us6000fw6m,"17 km E of Chur?ch?ndpur, India"
12-10-2021,30.405,94.6879,10,4.6,44,us6000ftxr,"210 km N of Shi Yomi, India"
11-10-2021,17.1543,77.0051,10,4.3,74,us6000fuwm,"7 km ENE of Sh?h?b?d, India"
10-10-2021,30.3872,94.7873,10,4.7,73,us6000ftj2,"209 km N of Shi Yomi, India"
10-10-2021,30.4182,94.8392,10,4.7,90,us6000ftez,"214 km NNE of Shi Yomi, India"
09-10-2021,30.3972,94.8221,10,4.9,111,us6000ft7k,"211 km NNE of Shi Yomi, India"
05-10-2021,30.367,94.804,31.38,4.4,115,us6000fs51,"207 km NNE of Shi Yomi, India"
05-10-2021,30.3349,94.7625,34.15,4.7,90,us6000frs4,"203 km N of Shi Yomi, India"
05-10-2021,13.7634,93.7206,62.81,4.9,74,us6000frr8,"252 km NNE of Bamboo Flat, India"
04-10-2021,30.3929,94.6529,34.32,3.9,100,us6000fsyz,"208 km N of Shi Yomi, India"
04-10-2021,30.3231,94.8038,35.16,4.8,72,us6000frfq,"203 km NNE of Shi Yomi, India"
02-10-2021,30.3949,94.5447,34.42,4.1,135,us6000fsm2,"207 km N of Shi Yomi, India"
02-10-2021,30.351,94.8618,35.41,4.8,74,us6000fqzr,"207 km NNE of Shi Yomi, India"
01-10-2021,30.3464,94.7981,30.01,4.5,98,us6000fqqc,"205 km NNE of Shi Yomi, India"
01-10-2021,25.4614,95.3035,102.96,4.4,64,us6000fqnb,"83 km ESE of Phek, India"
01-10-2021,30.3214,94.8247,31.64,5,73,us6000fqn3,"203 km NNE of Shi Yomi, India"
30-09-2021,11.7507,95.2935,24.04,4.4,186,us6000fqf0,"277 km E of Port Blair, India"
26-09-2021,23.4064,93.4982,9.31,4.2,130,us6000fqhg,"37 km E of Khawhai, India"
25-09-2021,30.2615,94.8136,34.18,4.4,76,us6000fqga,"196 km NNE of Shi Yomi, India"
25-09-2021,30.3557,94.7747,31.65,5,81,us7000feaa,"206 km N of Shi Yomi, India"
24-09-2021,8.6251,94.1834,10,5.4,37,us7000fe2z,"Nicobar Islands, India region"
21-09-2021,9.7592,93.6952,32.78,4.7,45,us7000fd7f,"235 km SSE of Port Blair, India"
19-09-2021,25.2256,94.8803,80.05,5,48,us7000fcq5,"62 km SE of Phek, India"
19-09-2021,28.7353,96.4223,10,4.7,72,us7000fcme,"74 km N of Hayuliang, India"
15-09-2021,23.4599,93.4042,10,4.6,68,us7000fbf3,"29 km ENE of Khawhai, India"
14-09-2021,10.4507,93.2806,87.8,4.4,91,us7000fb56,"146 km SSE of Port Blair, India"
13-09-2021,33.7409,76.4233,10,4.3,141,us7000fanp,"52 km NW of Padam, India"
11-09-2021,14.1061,92.9896,10,5.2,31,us7000fa7j,"267 km N of Bamboo Flat, India"
11-09-2021,30.4791,79.282,10,4.7,81,us7000fa6y,"15 km WNW of P?palkoti, India"
09-09-2021,10.3157,93.729,10,4.5,105,us7000fbhx,"183 km SE of Port Blair, India"
09-09-2021,10.263,93.728,10,4.8,68,us7000fbia,"188 km SE of Port Blair, India"
09-09-2021,10.1311,93.8015,10,4.7,113,us7000f9ji,"205 km SE of Port Blair, India"
04-09-2021,10.1164,91.5131,10,4.4,119,us7000fa1e,"218 km SW of Port Blair, India"
04-09-2021,10.1169,91.4548,10,4.2,128,us7000fa1d,"222 km SW of Port Blair, India"
04-09-2021,26.5115,96.5587,97.98,4.5,69,us7000f7wc,"42 km NW of Sarupathar, India"
04-09-2021,13.6444,93.5461,35,4.2,184,us7000fa1b,"233 km NNE of Bamboo Flat, India"
02-09-2021,10.2773,93.9046,10,4.2,158,us7000f9rj,"199 km SE of Port Blair, India"
31-08-2021,10.9134,91.5518,10,4.3,119,us7000f9dk,"154 km SW of Bamboo Flat, India"
30-08-2021,10.1828,93.6781,10,4.6,93,us7000f5u3,"193 km SSE of Port Blair, India"
24-08-2021,32.0551,78.7955,10,4.7,46,us7000f3a5,"112 km ENE of Sar?han, India"
24-08-2021,14.4654,83.0456,10,5.1,50,us7000f2x8,"257 km SSE of R?zole, India"
23-08-2021,10.5565,92.1981,10,4.7,55,us6000f9ya,"136 km SSW of Port Blair, India"
22-08-2021,10.7582,94.4328,10,4.1,122,us7000f6ry,"209 km ESE of Port Blair, India"
20-08-2021,14.0695,92.8419,10,4.6,103,us7000f6a9,"262 km N of Bamboo Flat, India"
17-08-2021,24.6509,94.4519,63.33,4.9,33,us6000f7jj,"39 km E of W?ngjing, India"
14-08-2021,12.3093,95.038,10,4.7,80,us6000f6aw,"259 km ENE of Port Blair, India"
10-08-2021,30.2767,78.1005,10,3.6,291,us6000f3yt,"3 km SSE of R?ipur, India"
10-08-2021,8.7263,93.9675,10,4.3,118,us6000f8dd,"Nicobar Islands, India region"
09-08-2021,29.7653,94.5571,10,4.2,126,us6000f7z6,"138 km N of Shi Yomi, India"
06-08-2021,8.6882,93.7196,10,4.1,204,us6000f5mb,"Nicobar Islands, India region"
06-08-2021,8.7641,93.9557,10,5.1,48,us6000f2p9,"Nicobar Islands, India region"
06-08-2021,8.8991,94.1059,10,4.6,145,us6000f5m6,"Nicobar Islands, India region"
05-08-2021,8.7361,93.9754,10,4.4,180,us6000f5jg,"Nicobar Islands, India region"
05-08-2021,8.814,94.0044,20.27,5.1,37,us6000f2f5,"Nicobar Islands, India region"
05-08-2021,8.6993,94.0674,11.44,4.5,81,us6000f5jc,"Nicobar Islands, India region"
04-08-2021,25.0993,94.9275,99.59,4.4,75,us6000f2a5,"76 km SE of Phek, India"
04-08-2021,8.8466,94.1924,10,4.6,199,us6000f4jm,"Nicobar Islands, India region"
04-08-2021,8.7966,94.0775,8.82,5.5,44,us6000f27x,"Nicobar Islands, India region"
04-08-2021,8.726,93.2725,10,4.6,170,us6000f4ih,"Nicobar Islands, India region"
04-08-2021,9.0695,94.2481,10,4.4,94,us6000f4ic,"Nicobar Islands, India region"
04-08-2021,8.864,94.0364,10,4.6,143,us6000f4ia,"Nicobar Islands, India region"
03-08-2021,8.9911,94.0466,10,4.3,183,us6000f46w,"Nicobar Islands, India region"
03-08-2021,9.0302,93.9133,10,4.7,96,us6000f1tb,"Nicobar Islands, India region"
03-08-2021,8.5437,93.8915,10,4.6,127,us6000f46l,"Nicobar Islands, India region"
03-08-2021,8.9515,94.1539,10,4.3,103,us6000f46k,"Nicobar Islands, India region"
03-08-2021,9.0017,94.158,10,5.8,45,us6000f1r6,"Nicobar Islands, India region"
03-08-2021,8.8809,94.0192,10,6.1,50,us6000f1r4,"Nicobar Islands, India region"
03-08-2021,8.8628,94.0564,10,5.3,36,us6000f1r3,"Nicobar Islands, India region"
03-08-2021,9.0127,94.1198,10,5.3,36,us6000f1qs,"Nicobar Islands, India region"
03-08-2021,8.6742,94.1347,10,4.6,97,us6000f1qk,"Nicobar Islands, India region"
26-07-2021,24.5824,94.4421,66.82,4.9,28,us6000ez3j,"38 km E of W?ngjing, India"
25-07-2021,27.3429,88.3092,10,4.5,79,us6000eyy4,"7 km NE of Gyalshing, India"
21-07-2021,34.0777,78.4395,10,4.3,171,us6000ezhw,"79 km E of Leh, India"
12-07-2021,13.6942,92.7449,24.67,4.6,101,us7000elb3,"220 km N of Bamboo Flat, India"
09-07-2021,25.9749,90.3995,10,4.3,159,us6000etjs,"11 km ESE of Lakhipur, India"
09-07-2021,25.0311,95.2274,102.19,4.6,71,us6000etec,"101 km SE of Phek, India"
07-07-2021,11.0785,93.4623,96.69,4.2,199,us7000elju,"101 km SE of Port Blair, India"
07-07-2021,25.9603,90.3499,10,5.3,18,us7000ej9c,"8 km SSE of Lakhipur, India"
05-07-2021,28.9016,76.839,10,3.9,199,us7000eiwa,"7 km WNW of Kharkhauda, India"
04-07-2021,26.608,96.5397,10,4.6,65,us7000eip3,"52 km NNW of Sarupathar, India"
28-06-2021,34.2781,78.2208,10,4.8,78,us6000eqdp,"60 km ENE of Leh, India"
22-06-2021,28.0137,92.2097,65.76,4.6,97,us7000ef9z,"56 km NNE of Tawang, India"
18-06-2021,26.7357,92.4583,42.09,4.5,38,us7000ee8m,"4 km NNW of Dhekiajuli, India"
18-06-2021,12.9872,92.3504,10,4.6,81,us6000ep3z,"147 km NNW of Bamboo Flat, India"
17-06-2021,26.6776,92.3948,43.65,4.5,99,us7000edyb,"8 km WSW of Dhekiajuli, India"
15-06-2021,26.6187,97.0854,36.12,4.8,57,us7000ed8l,"53 km NNE of Sarupathar, India"
12-06-2021,21.0204,85.0848,10,3.9,228,us7000eclt,"17 km WNW of T?lcher, India"
02-06-2021,10.2844,91.567,10,4.6,122,us7000e94a,"199 km SW of Port Blair, India"
01-06-2021,12.8061,93.3096,49.57,4.5,98,us7000e9p6,"138 km NNE of Bamboo Flat, India"
31-05-2021,26.7632,92.3186,34.13,4.2,86,us6000eg46,"17 km WNW of Dhekiajuli, India"
30-05-2021,26.6343,92.326,52.85,4.4,113,us6000efyu,"16 km WSW of Dhekiajuli, India"
27-05-2021,10.7126,91.5096,10,4.4,182,us6000egpz,"171 km SW of Bamboo Flat, India"
25-05-2021,13.2087,92.8437,10,4.5,145,us6000efkb,"167 km N of Bamboo Flat, India"
24-05-2021,11.7799,94.876,10,4.5,104,us6000efhl,"232 km E of Port Blair, India"
23-05-2021,30.8764,79.2707,10,4.5,81,us7000e5kt,"45 km NW of Josh?math, India"
23-05-2021,24.7351,95.0955,103.92,4.4,85,us7000e5ej,"105 km E of W?ngjing, India"
18-05-2021,26.6713,92.4258,49.81,4.4,81,us7000e42g,"6 km SW of Dhekiajuli, India"
16-05-2021,20.6607,71.4793,10,4.1,73,us7000e51v,"41 km S of R?jula, India"
15-05-2021,26.753,92.4736,43.8,4.4,94,us7000e3ar,"5 km N of Dhekiajuli, India"
14-05-2021,26.418,95.5047,85.91,4.2,120,us7000e38n,"56 km SE of Mon, India"
14-05-2021,24.9625,95.1088,111.38,4.5,108,us7000e34s,"99 km SE of Phek, India"
12-05-2021,9.0163,92.2062,10,4.6,167,us7000e4dc,"299 km SSW of Port Blair, India"
09-05-2021,26.774,92.4738,10,3.8,92,us7000e1n0,"7 km N of Dhekiajuli, India"
06-05-2021,26.5945,92.4813,48.29,4.2,115,us7000e2dg,"12 km S of Dhekiajuli, India"
05-05-2021,26.7384,92.0993,47,4,95,us7000e24v,"1 km S of Udalguri, India"
04-05-2021,8.6376,94.1922,10,4.9,72,us7000e06d,"Nicobar Islands, India region"
03-05-2021,25.8803,96.7988,55.36,4.2,113,us7000e1tg,"36 km S of Sarupathar, India"
30-04-2021,24.2389,94.513,95.31,4.3,94,us7000e0qx,"59 km SE of W?ngjing, India"
28-04-2021,26.7477,92.4849,38.21,4.8,83,us7000dybj,"4 km N of Dhekiajuli, India"
28-04-2021,26.7662,92.5133,35,4.2,181,us7000e0d3,"7 km NNE of Dhekiajuli, India"
28-04-2021,26.8262,92.5371,35,4.4,129,us7000e0c4,"13 km W of Rang?p?ra, India"
28-04-2021,26.7489,92.5136,35,5,77,us7000dy3r,"6 km NE of Dhekiajuli, India"
28-04-2021,26.7813,92.4565,34,6,11,us7000dy3b,"8 km NNW of Dhekiajuli, India"
21-04-2021,10.4547,93.8204,10,4.3,178,us7000dxx5,"178 km SE of Port Blair, India"
21-04-2021,9.9295,93.1765,8.01,4.4,165,us7000dxx4,"197 km SSE of Port Blair, India"
21-04-2021,10.5902,94.2339,26.06,4.6,146,us7000dxx6,"201 km SE of Port Blair, India"
15-04-2021,32.4789,78.7499,10,4.6,51,us6000e1yd,"140 km NE of Sar?han, India"
14-04-2021,10.8839,91.5252,10,4.1,201,us6000e39v,"158 km SW of Bamboo Flat, India"
06-04-2021,26.8176,88.7828,10,3.9,164,us6000dzbe,"15 km E of Odl?b?ri, India"
29-03-2021,10.9343,91.7787,10,4.6,70,us6000dzn2,"132 km SW of Bamboo Flat, India"
26-03-2021,27.6289,92.6692,29.81,5,25,us6000dwue,"47 km NNE of Bomdila, India"
22-03-2021,28.2935,93.7808,10,4.6,138,us6000dxmx,"63 km WSW of Shi Yomi, India"
21-03-2021,26.6195,92.5148,10,4.2,101,us6000dxfb,"10 km SSE of Dhekiajuli, India"
09-03-2021,25.3809,95.0793,89.49,4.6,51,us7000dhef,"66 km ESE of Phek, India"
04-03-2021,34.1448,80.3638,10,4.7,105,us7000dhsz,"256 km E of Leh, India"
17-02-2021,26.7322,92.5712,18.67,4.6,84,us6000didl,"9 km ENE of Dhekiajuli, India"
16-02-2021,11.9865,94.5033,10,4.7,45,us6000di5y,"194 km E of Port Blair, India"
15-02-2021,9.1314,93.8707,10,4.4,152,us6000djgm,"Nicobar Islands, India region"
09-02-2021,28.0331,87.8568,35,4.3,146,us6000dfsj,"87 km NW of Mangan, India"
03-02-2021,34.26,78.2819,10,4.5,82,us6000de6k,"65 km E of Leh, India"
31-01-2021,24.9512,94.4749,47.39,4.1,90,us6000ddgp,"52 km NE of Yairipok, India"
27-01-2021,26.293,95.7822,80.92,4.2,166,us6000def4,"83 km SSE of Khonsa, India"
27-01-2021,13.1762,92.5357,29.29,4.4,66,us6000deej,"164 km N of Bamboo Flat, India"
17-01-2021,26.0588,96.3433,10,4.3,78,us7000d3f8,"49 km WSW of Sarupathar, India"
16-01-2021,23.6359,93.5159,61.32,4.3,66,us7000d0pu,"48 km NE of Khawhai, India"
13-01-2021,24.8799,93.3739,10,4.2,66,us6000d82z,"38 km ENE of Lakhipur, India"
11-01-2021,33.3042,75.5872,10,5.1,66,us6000d7f5,"16 km W of Kishtw?r, India"
11-01-2021,33.4274,75.7158,10,4.1,149,us6000d7f2,"13 km NNW of Kishtw?r, India"
09-01-2021,32.521,76.6552,22.64,4.5,152,us6000d71u,"35 km W of Kyelang, India"
26-12-2020,27.3034,96.9396,10,4.5,113,us6000d65h,"93 km SSE of Hayuliang, India"
24-12-2020,25.6158,96.657,10,4.3,121,us6000d2jw,"67 km SSW of Sarupathar, India"
24-12-2020,25.6397,96.6534,10,4.8,45,us6000d2hz,"64 km SSW of Sarupathar, India"
23-12-2020,27.4003,97.0395,49.94,4.2,75,us6000d5s2,"89 km SSE of Hayuliang, India"
17-12-2020,28.5188,77.2852,10,3.8,189,us7000cryp,"5 km ENE of Deoli, India"
10-12-2020,26.1291,90.5453,10,4.3,88,us7000cptt,"9 km WSW of Go?lp?ra, India"
09-12-2020,33.866,74.9266,10,4.2,145,us7000cr0b,"2 km ESE of Pulwama, India"
06-12-2020,21.8358,93.4233,52.56,4.6,141,us7000cpsj,"85 km SSE of Saiha, India"
06-12-2020,12.619,93.2653,62.26,4.6,92,us7000cpsf,"117 km NNE of Bamboo Flat, India"
26-11-2020,10.1668,93.6071,10,4.3,94,us7000cl6l,"190 km SSE of Port Blair, India"
22-11-2020,26.2945,94.7728,60.63,4.3,99,us6000crdq,"5 km WNW of Tuensang, India"
22-11-2020,14.0029,92.5614,10,4.3,75,us6000csin,"255 km N of Bamboo Flat, India"
21-11-2020,22.1407,79.6342,10,4.3,123,us6000crc4,"10 km NE of Seoni, India"
21-11-2020,24.9595,94.9967,10,4.5,103,us6000cr52,"92 km SSE of Phek, India"
17-11-2020,13.7389,92.4013,10,4.3,89,us6000cqrt,"228 km N of Bamboo Flat, India"
08-11-2020,24.2021,94.1977,65.34,4.3,65,us7000cduh,"39 km SE of Kakching, India"
08-11-2020,28.6287,96.3987,10,4.3,75,us7000cc28,"63 km NNW of Hayuliang, India"
07-11-2020,21.5017,73.219,10,3.9,262,us7000cc8r,"27 km E of Kosamba, India"
07-11-2020,13.9453,92.9836,10,4.5,77,us7000cdfr,"250 km N of Bamboo Flat, India"
06-11-2020,33.5339,75.7388,10,4.6,57,us7000cbmi,"24 km N of Kishtw?r, India"
02-11-2020,25.7773,91.1728,10,4.5,60,us7000c9e3,"30 km NNW of Nongstoin, India"
31-10-2020,34.1948,78.1585,10,4.5,129,us7000c8na,"53 km E of Leh, India"
20-10-2020,27.2257,96.1444,57.98,4,45,us6000caa9,"47 km E of Margherita, India"
14-10-2020,12.1851,95.7845,10,4.3,153,us6000c9yq,"Andaman Islands, India region"
10-10-2020,24.6661,93.4997,53,5.5,22,us6000c7ce,"33 km WNW of Moir?ng, India"
07-10-2020,32.3518,80.5666,10,4.4,145,us6000c6hc,"220 km NNE of Josh?math, India"
06-10-2020,25.643,94.7776,61.51,4.6,54,us6000c688,"27 km E of Phek, India"
06-10-2020,34.0992,79.1272,10,4.7,82,us6000c5zr,"142 km E of Leh, India"
05-10-2020,34.1788,79.2141,10,5,21,us6000c5y3,"150 km E of Leh, India"
03-10-2020,26.2024,91.3108,44.3,4.2,120,us6000c584,"21 km WSW of H?jo, India"
30-09-2020,12.2219,93.7095,75.77,4.4,82,us6000c64x,"121 km ENE of Port Blair, India"
28-09-2020,33.229,75.8586,10,4.6,80,us6000c222,"12 km SE of Kishtw?r, India"
27-09-2020,34.1448,78.1519,10,5,98,us6000c1yn,"52 km E of Leh, India"
25-09-2020,34.0161,78.1669,10,3.8,75,us6000c1i2,"56 km ESE of Leh, India"
25-09-2020,34.2487,78.2058,10,5.3,38,us6000c13w,"58 km E of Leh, India"
22-09-2020,34.0837,74.7947,10,4.4,134,us6000bzub,"1 km WSW of Srinagar, India"
21-09-2020,26.2803,91.3167,39.62,4.4,76,us6000bzfi,"21 km W of H?jo, India"
07-09-2020,13.1472,93.1904,41.16,4.7,70,us7000bjex,"168 km NNE of Bamboo Flat, India"
06-09-2020,14.0641,93.0643,10,4.1,121,us7000bl69,"264 km N of Bamboo Flat, India"
31-08-2020,24.8788,95.2425,123.46,4.9,33,us7000bfgi,"114 km SE of Phek, India"
27-08-2020,23.0656,93.2324,10,4.5,164,us7000bdpj,"18 km ESE of North Vanlaiphai, India"
27-08-2020,23.1636,93.3258,10,5.3,23,us7000bdnu,"26 km E of North Vanlaiphai, India"
26-08-2020,23.965,88.4834,10,4,195,us7000bd2a,"13 km W of Kar?mpur, India"
23-08-2020,26.0998,95.5832,86.9,4.6,57,us6000bje2,"78 km ESE of Tuensang, India"
19-08-2020,9.5672,93.3607,71.13,4.9,55,us6000bhed,"241 km SSE of Port Blair, India"
17-08-2020,30.3829,94.7798,10,4.8,39,us6000bg0c,"209 km N of Shi Yomi, India"
16-08-2020,30.3546,94.8125,10,4.8,59,us6000bfn7,"206 km NNE of Shi Yomi, India"
14-08-2020,30.3765,94.826,10,4.8,82,us6000bepe,"209 km NNE of Shi Yomi, India"
14-08-2020,23.1226,93.2923,10,4.2,105,us6000bei5,"23 km E of North Vanlaiphai, India"
13-08-2020,30.3141,94.7804,10,4.4,71,us6000bdu6,"201 km NNE of Shi Yomi, India"
13-08-2020,30.4144,94.7198,10,4.9,69,us6000bdty,"211 km N of Shi Yomi, India"
12-08-2020,29.8985,95.1615,10,4.8,42,us6000bdee,"169 km NNE of Shi Yomi, India"
11-08-2020,30.388,94.8111,10,4.1,161,us6000bg1x,"210 km NNE of Shi Yomi, India"
11-08-2020,30.3255,94.7921,10,4.4,87,us6000bcy3,"203 km NNE of Shi Yomi, India"
11-08-2020,30.3544,94.742,10,4.9,69,us6000bcsr,"205 km N of Shi Yomi, India"
11-08-2020,24.2129,93.9507,59.16,4.3,47,us6000bcmi,"31 km ESE of Chur?ch?ndpur, India"
09-08-2020,30.4464,94.9345,10,4.9,86,us6000bbiy,"219 km NNE of Shi Yomi, India"
09-08-2020,30.3605,94.7737,10,4.8,30,us6000bbdf,"206 km N of Shi Yomi, India"
08-08-2020,30.4109,94.7817,10,4.9,48,us6000bb1f,"212 km N of Shi Yomi, India"
07-08-2020,24.5305,94.8553,103.06,4.3,147,us6000baqp,"80 km E of W?ngjing, India"
31-07-2020,30.3574,94.7728,10,4.2,71,us6000b7kk,"206 km N of Shi Yomi, India"
31-07-2020,30.4288,94.841,10,4.9,159,us6000b7i6,"215 km NNE of Shi Yomi, India"
31-07-2020,30.3418,95.04,10,4.3,161,us6000ba2m,"210 km NNE of Shi Yomi, India"
30-07-2020,30.386,94.7527,10,4.8,69,us6000b71z,"208 km N of Shi Yomi, India"
30-07-2020,29.8667,95.1399,10,4.1,73,us6000b6u0,"165 km NNE of Shi Yomi, India"
29-07-2020,28.4107,88.3259,10,4.1,113,us6000b6f4,"101 km N of Mangan, India"
29-07-2020,30.3366,94.7909,10,4.9,49,us6000b69f,"204 km NNE of Shi Yomi, India"
29-07-2020,30.3811,94.7738,10,4.8,49,us6000b61h,"208 km N of Shi Yomi, India"
28-07-2020,23.2575,93.3418,10,4.8,67,us6000b5cc,"25 km ESE of Khawhai, India"
28-07-2020,30.3956,94.7098,10,4.8,37,us6000b54q,"209 km N of Shi Yomi, India"
27-07-2020,30.4061,94.8218,10,4.9,37,us6000b4l6,"212 km NNE of Shi Yomi, India"
